# nrow,Sequencing Panel,Sample ID (Illumina),Sample ID (Collaborator),Sample ID (SGDP),DNA Source,"Embargo level (X=Fully Public, Y=Signed Letter)",Genetic sex assignment,Population ID,Region,Country,Town,Latitude,Longitude,Coverage (mean), Number of bases covered without masking , Number of bases covered filter level >=0 , Number of bases covered filter level >=1 , Number of bases covered filter level >=9 ,Divergence per bp to hg19 without masking,Divergence per bp to hg19 filter level >=0,Divergence per bp to hg19 filter level >=1,Divergence per bp to hg19 filter level >=9,mtDNA haplogroup,Y haplogroup,samtools autosomal heterozygosity,samtools X heterozygosity,mlrho autosomal heterozygosity,mlrho X chromosome heterozygosity,zygosities:mlrho_X_het_lowerBound,zygosities:mlrho_X_het_upperBound,GATK heterozygosity rate filter level without masking,GATK heterozygosity rate filter level filter level >=0,GATK heterozygosity rate filter level filter level >=1,GATK heterozygosity rate filter level filter level >=9,Neanderthal ancestry estimate based on rate of nd10 sites,Denisova ancestry estimate based on rate of nd10 sites,Discordance rate with Human Origins SNP array,Fraction of variants not seen in 1kg at filter level >=1 ,Fraction of genome covered at 20X,Fraction of genome covered at 10X,Concordance with Omni genotyping array,Contamination estimate (conTEST) at filter level>=0 (fraction),Contamination estimate (conTEST) at filter level>=1 (fraction),Contamination estimate (conTEST) at filter level>=9 (fraction)
207,C,LP6005443-DNA_C09,Kusunda02,S_Kusunda-1,Genomic_from_saliva,X,XY,Kusunda,SouthAsia,Nepal,"Ghorahi, Dang",28.07245287,82.48778,37.2,"2,655,422,434","2,323,280,364","2,127,534,029","1,235,078,191",0.001046674,0.000929255,0.000885852,0.000856,U2c,H2b,0.000863334,4.78E-05,9.09E-04,6.46E-05,6.29E-05,6.62E-05,0.000899535,0.000755447,0.000722679,0.000697252,0.022,0.005,0.005,0.0173,0.88,0.92,0.993,0.001,0.001,0.001
208,C,LP6005443-DNA_D09,Kusunda15,S_Kusunda-2,Genomic_from_saliva,X,XY,Kusunda,SouthAsia,Nepal,"Damauli, Tanahu",28.07245287,84.259486,39.77,"2,654,391,592","2,324,807,746","2,158,188,030","1,185,888,031",0.001052147,0.000933366,0.000890932,0.000862,M5c2,H2b,0.000654506,3.82E-05,6.95E-04,5.97E-05,5.81E-05,6.13E-05,0.000693174,0.000557224,0.000533371,0.000513482,0.019,0.004,0.005,0.0217,0.89,0.92,0.994,0.001,0.001,0.001
209,C,LP6005519-DNA_G04,M4,S_Madiga-1,Genomic_from_blood,X,XY,Madiga,SouthAsia,India,Visakhapatnam,17.7,83.3,47.02,"2,658,137,951","2,327,416,679","2,140,590,704","1,202,552,529",0.001040344,0.000922167,0.00087671,0.000837,HV14,R2a,0.000864316,4.05E-05,9.26E-04,6.22E-05,6.05E-05,6.38E-05,0.000907446,0.000761252,0.000728201,0.000691808,0.02,0.005,..,0.0156,0.9,0.92,0.992,0.001,0.001,0.001
210,C,LP6005519-DNA_H04,M13,S_Madiga-2,Genomic_from_blood,X,XY,Madiga,SouthAsia,India,Visakhapatnam,17.7,83.3,48.95,"2,657,250,065","2,325,849,971","2,120,008,542","1,204,603,256",0.001042251,0.0009273,0.000880336,0.00084,M49d,J2b2,0.000870377,4.00E-05,9.30E-04,6.11E-05,5.95E-05,6.28E-05,0.000909275,0.00076721,0.00073264,0.00070035,0.02,0.006,..,0.0158,0.91,0.92,0.996,0.001,0.001,0.001
211,C,LP6005441-DNA_C07,HGDP00160,S_Makrani-1,Genomic_from_cell_lines,X,XY,Makrani,SouthAsia,Pakistan,?,26,64,42.97,"2,656,107,738","2,327,493,138","2,149,410,578","1,168,214,315",0.00103482,0.000918738,0.000874888,0.000835,L2a1a2,J2a1h2,0.000881656,4.18E-05,9.35E-04,5.97E-05,5.81E-05,6.13E-05,0.000913334,0.00077252,0.000739991,0.000708387,0.02,0.002,0.002,0.0147,0.9,0.92,0.993,0.001,0.001,0.001
212,C,LP6005441-DNA_D07,HGDP00157,S_Makrani-2,Genomic_from_cell_lines,X,XX,Makrani,SouthAsia,Pakistan,?,26,64,41,"2,656,622,904","2,327,611,559","2,153,450,052","1,283,627,852",0.001032437,0.000917579,0.000873954,0.000838,M4,..,0.000835986,0.00045594,8.58E-04,5.15E-04,5.09E-04,5.20E-04,0.00086917,0.000729664,0.000697606,0.000673465,0.015,0.001,0.002,0.0157,0.91,0.91,0.993,0.001,0.001,0.001
213,C,LP6005519-DNA_E04,ML2,S_Mala-2,Genomic_from_blood,X,XY,Mala,SouthAsia,India,Visakhapatnam,17.7,83.3,48.87,"2,637,667,509","2,309,827,855","2,116,194,056","1,175,302,711",0.001045377,0.0009272,0.000881194,0.000844,M41a,R1a1a1b2a1a,0.000870754,4.00E-05,9.35E-04,6.70E-05,6.53E-05,6.88E-05,0.000910145,0.000763673,0.000729423,0.000692452,0.021,0.005,..,0.0156,0.91,0.92,0.992,0.001,0.001,0.001
214,C,LP6005519-DNA_F04,ML3,S_Mala-3,Genomic_from_blood,X,XY,Mala,SouthAsia,India,Visakhapatnam,17.7,83.3,47.5,"2,649,828,903","2,321,493,499","2,131,218,352","1,157,939,897",0.001047606,0.000930585,0.000885104,0.000848,R5a2,F,0.000868779,4.05E-05,9.35E-04,6.46E-05,6.29E-05,6.63E-05,0.000909332,0.000763686,0.000729961,0.000695793,0.021,0.004,..,0.0153,0.91,0.92,0.993,0.001,0.001,0.001
215,C,LP6005441-DNA_C10,HGDP00216,S_Pathan-1,Genomic_from_cell_lines,X,XY,Pathan,SouthAsia,Pakistan,?,33.5,70.5,40.08,"2,658,228,354","2,321,135,845","2,109,066,395","1,232,131,131",0.001023645,0.000912639,0.000869668,0.000828,J1d,R1a1a1b2a1a1,0.000871345,4.41E-05,9.18E-04,5.59E-05,5.44E-05,5.75E-05,0.000905832,0.000770187,0.000738368,0.000706045,0.02,0.003,0.005,0.0159,0.89,0.92,0.993,0.002,0.002,0.002
216,C,LP6005441-DNA_D10,HGDP00232,S_Pathan-2,Genomic_from_cell_lines,X,XX,Pathan,SouthAsia,Pakistan,?,33.5,70.5,42.16,"2,656,937,862","2,325,983,014","2,139,995,365","1,271,454,819",0.001031774,0.000915921,0.000871938,0.000837,U7a,..,0.000911136,0.000518234,9.45E-04,5.85E-04,5.79E-04,5.91E-04,0.000947354,0.000803617,0.00076783,0.000739997,0.019,0.002,0.002,0.0153,0.91,0.91,0.993,0.001,0.001,0.001
217,C,LP6005592-DNA_B04,HG02724,S_Punjabi-1,Genomic_from_cell_lines,X,XY,Punjabi,SouthAsia,Pakistan,Lahore,31.5,74.3,34.65,"2,655,005,263","2,328,665,038","2,145,236,205","1,188,873,277",0.001034318,0.00092183,0.000878378,0.000843,U7b,J2a1,0.000863818,4.13E-05,9.17E-04,5.87E-05,5.72E-05,6.03E-05,0.000900724,0.000765684,0.000733224,0.00070178,0.023,0.004,0.002,0.0087,0.87,0.92,0.992,0.002,0.002,0.002
218,C,LP6005442-DNA_A12,HG02783,S_Punjabi-2,Genomic_from_cell_lines,X,XY,Punjabi,SouthAsia,Pakistan,Lahore,31.5,74.3,38.93,"2,657,287,778","2,331,381,992","2,131,301,033","1,189,616,297",0.001037424,0.000922715,0.000881664,0.000862,M5a1b,R2a1,0.000868472,4.03E-05,9.22E-04,6.40E-05,6.24E-05,6.57E-05,0.000902883,0.000761435,0.000729748,0.000705209,0.02,0.004,0.002,0.0085,0.89,0.92,0.992,0.001,0.001,0.001
219,C,LP6005442-DNA_B12,HG02790,S_Punjabi-3,Genomic_from_cell_lines,X,XX,Punjabi,SouthAsia,Pakistan,Lahore,31.5,74.3,33.86,"2,655,373,771","2,330,998,025","2,148,755,919","1,255,327,473",0.001034403,0.000921881,0.000883281,0.00087,R31a,..,0.000880855,0.00046991,9.04E-04,5.24E-04,5.19E-04,5.30E-04,0.000921686,0.000783574,0.000752161,0.000735999,0.019,0.005,0.002,0.0086,0.89,0.91,0.993,0.001,0.001,0.001
220,C,LP6005592-DNA_A04,HG02494,S_Punjabi-4,Genomic_from_cell_lines,X,XX,Punjabi,SouthAsia,Pakistan,Lahore,31.5,74.3,34.69,"2,654,402,349","2,319,824,425","2,071,225,187","1,232,670,566",0.001026885,0.000914372,0.000866527,0.000821,U7a3,..,0.000895647,0.00049691,9.03E-04,5.41E-04,5.35E-04,5.46E-04,0.000932849,0.000794666,0.000756442,0.000722044,0.02,0.004,..,0.0095,0.89,0.91,0.993,0.002,0.002,0.002
221,C,LP6005519-DNA_A05,R3,S_Relli-1,Genomic_from_blood,X,XY,Relli,SouthAsia,India,Visakhapatnam,17.7,83.3,46.13,"2,657,768,691","2,328,969,523","2,155,377,702","1,226,499,780",0.001042891,0.00092711,0.00088403,0.000848,M52b,R1a1a1b2a1a1,0.000870677,4.29E-05,9.39E-04,6.82E-05,6.65E-05,6.99E-05,0.000911111,0.000765541,0.0007332,0.000702218,0.02,0.005,..,0.0168,0.9,0.92,0.993,0.001,0.001,0.001
222,C,LP6005519-DNA_B05,R6,S_Relli-2,Genomic_from_blood,X,XY,Relli,SouthAsia,India,Visakhapatnam,17.7,83.3,48.96,"2,657,419,389","2,329,247,753","2,136,311,762","1,196,677,830",0.001043232,0.00092407,0.000878559,0.000839,U2c1,H1,0.000822147,4.48E-05,8.98E-04,7.23E-05,7.05E-05,7.42E-05,0.000865564,0.00072129,0.000688491,0.000653919,0.021,0.005,..,0.0151,0.91,0.92,0.993,0.001,0.001,0.001
223,C,LP6005441-DNA_G11,HGDP00208,S_Sindhi-1,Genomic_from_cell_lines,X,XY,Sindhi,SouthAsia,Pakistan,?,25.5,69,39.87,"2,656,442,412","2,322,632,927","2,132,413,610","1,220,316,180",0.001040608,0.000922126,0.000878427,0.000846,M30f,R1a1a1b2a1a1,0.000831577,4.50E-05,8.91E-04,6.80E-05,6.63E-05,6.97E-05,0.000870424,0.000726683,0.000696217,0.000672496,0.022,0.003,0.008,0.0158,0.89,0.92,0.993,0.001,0.001,0.001
224,C,LP6005441-DNA_H11,HGDP00195,S_Sindhi-2,Genomic_from_cell_lines,X,XX,Sindhi,SouthAsia,Pakistan,?,25.5,69,38.9,"2,657,242,233","2,327,638,350","2,137,571,017","1,277,700,996",0.001031185,0.000916511,0.000871298,0.000835,R5a2a,..,0.000902062,0.000490554,9.29E-04,5.44E-04,5.38E-04,5.49E-04,0.000939883,0.000796442,0.000760262,0.000733035,0.019,0.003,0.002,0.0143,0.9,0.91,0.993,0.003,0.003,0.003
225,C,LP6005519-DNA_C04,Y4,S_Yadava-1,Genomic_from_blood,X,XY,Yadava,SouthAsia,India,Visakhapatnam,17.7,83.3,55,"2,620,458,752","2,293,127,082","2,098,918,544","1,189,537,839",0.001037577,0.000922607,0.000876492,0.000837,M30c,H2b,0.000844544,4.06E-05,9.17E-04,6.39E-05,6.21E-05,6.56E-05,0.000889418,0.000746385,0.000711831,0.000679501,0.022,0.004,..,0.0159,0.91,0.92,0.992,0.001,0.001,0.001
226,C,LP6005519-DNA_D04,Y8,S_Yadava-2,Genomic_from_blood,X,XY,Yadava,SouthAsia,India,Visakhapatnam,17.7,83.3,49.88,"2,646,520,708","2,318,321,076","2,122,786,104","1,200,663,735",0.001040294,0.00092241,0.000876299,0.00084,M2a1,H2b,0.000869307,4.22E-05,9.34E-04,6.74E-05,6.57E-05,6.92E-05,0.000909227,0.000762396,0.000727045,0.000693259,0.022,0.004,..,0.0157,0.91,0.92,0.993,0.001,0.001,0.001
227,C,LP6005442-DNA_C02,abh107,S_Abkhasian-1,Genomic_from_blood,X,XY,Abkhasian,WestEurasia,Abkhazia,Sukhum,43,41,37.58,"2,656,458,716","2,328,128,392","2,114,308,538","1,183,937,508",0.001017266,0.00090293,0.00085782,0.00083,U1a1,G,0.000847417,3.85E-05,9.07E-04,6.13E-05,5.97E-05,6.29E-05,0.000887818,0.000748156,0.000714751,0.000689559,0.019,0.001,0.002,0.0167,0.88,0.92,0.992,0.001,0.001,0.001
228,C,LP6005442-DNA_D02,abh100,S_Abkhasian-2,Genomic_from_blood,X,XY,Abkhasian,WestEurasia,Russia,Sukhum,43,41,38.86,"2,656,242,720","2,326,074,487","2,118,085,595","1,190,308,275",0.001026475,0.000910859,0.000865282,0.000837,H,J2a1b,0.000860102,4.05E-05,9.19E-04,6.33E-05,6.17E-05,6.50E-05,0.000896556,0.000753653,0.000718843,0.000693736,0.016,0.001,..,0.0166,0.89,0.92,0.993,0.001,0.001,0.001
229,C,LP6005441-DNA_A01,HGDP01402,S_Adygei-1,Genomic_from_cell_lines,X,XY,Adygei,WestEurasia,Russia(Caucasus),Krasnodar,44,39,41.57,"2,655,365,046","2,325,936,621","2,153,096,576","1,186,134,003",0.00102338,0.00090772,0.00086483,0.000829,U1a1,R1a1a1b1a1b1,0.000861685,4.60E-05,9.24E-04,7.22E-05,7.04E-05,7.40E-05,0.000897764,0.000752241,0.00072012,0.000691904,0.02,0.002,0.002,0.0171,0.89,0.92,0.992,0.001,0.001,..
230,C,LP6005441-DNA_B01,HGDP01401,S_Adygei-2,Genomic_from_cell_lines,X,XX,Adygei,WestEurasia,Russia(Caucasus),Krasnodar,44,39,35.33,"2,655,195,839","2,325,137,228","2,144,933,410","1,219,102,249",0.001015584,0.000904093,0.000861001,0.000822,H3am,..,0.000886266,0.000473681,9.08E-04,5.27E-04,5.22E-04,5.32E-04,0.000921278,0.000782074,0.000748539,0.00072432,0.019,0.001,0.002,0.0172,0.9,0.91,0.993,0.001,0.001,0.001
231,C,LP6005677-DNA_B01,ALB212,S_Albanian-1,Genomic_from_blood,X,XX,Albanian,WestEurasia,Albania,Tirana,41.3,19.8,36.15,"2,655,073,901","2,327,549,539","2,117,673,945","1,176,695,155",0.001021597,0.000904042,0.000862619,0.000838,H9a,..,0.000867696,0.000440796,9.13E-04,5.18E-04,5.13E-04,5.23E-04,0.000909494,0.000761022,0.000727773,0.000708094,0.021,0.001,0.002,0.0149,0.9,0.91,0.992,0.001,0.001,0.001
232,C,LP6005442-DNA_G02,armenia293,S_Armenian-1,Genomic_from_blood,X,XY,Armenian,WestEurasia,Armenia,Yerevan but all 4 ancestorscome from Nagorno Kharabakh,40.2,44.5,39.89,"2,656,817,087","2,328,776,700","2,151,788,919","1,216,355,597",0.001024405,0.000909094,0.00086666,0.000834,X2i,J2a1h2,0.000860548,4.04E-05,9.08E-04,5.86E-05,5.70E-05,6.02E-05,0.000896065,0.00075375,0.000721509,0.000693017,0.019,0.001,0.005,0.0171,0.89,0.92,0.993,0.001,0.001,0.001
233,C,LP6005519-DNA_F03,Armenian222,S_Armenian-2,Genomic_from_blood,X,XY,Armenian,WestEurasia,Armenia,born in Akhuzyan but all 4 ancestors come from Kars - now Turkey,40.2,44.5,45.36,"2,652,760,291","2,322,453,736","2,154,413,946","1,156,883,490",0.001024859,0.000909211,0.000866953,0.000834,T1,R1b1a2a2a,0.000867022,3.89E-05,9.28E-04,6.36E-05,6.20E-05,6.53E-05,0.000904004,0.00076046,0.000728241,0.000698718,0.019,0.001,..,0.017,0.9,0.92,0.993,0.001,0.001,0.001
234,C,LP6005441-DNA_C02,HGDP01364,S_Basque-1,Genomic_from_cell_lines,X,XY,Basque,WestEurasia,France,?,43,0,41.85,"2,655,928,115","2,326,869,671","2,147,141,514","1,204,140,397",0.001020123,0.000904462,0.000859885,0.000817,H1e1a,R1b1a2a1a2a1a1a,0.000843584,4.51E-05,9.05E-04,6.75E-05,6.58E-05,6.92E-05,0.000882573,0.000739963,0.000707167,0.000676322,0.019,0.001,0.002,0.0114,0.89,0.92,0.993,0.001,0.001,0.001
235,C,LP6005441-DNA_D02,HGDP01365,S_Basque-2,Genomic_from_cell_lines,X,XX,Basque,WestEurasia,France,?,43,0,38.49,"2,656,026,195","2,328,241,744","2,133,458,267","1,214,964,552",0.001014816,0.000900331,0.000855989,0.000814,H2a5a1a,..,0.000853466,0.000454996,8.89E-04,5.18E-04,5.12E-04,5.23E-04,0.000893267,0.000753822,0.000719952,0.000689824,0.019,0.001,0.003,0.0117,0.9,0.91,0.993,0.001,0.001,0.001
236,C,LP6005441-DNA_E02,HGDP00616,S_BedouinB-1,Genomic_from_cell_lines,X,XY,BedouinB,WestEurasia,Israel(Negev),?,31,35,43.86,"2,655,508,596","2,325,932,645","2,133,544,073","1,162,079,899",0.001041511,0.000922275,0.000877303,0.000842,R0a2c,J1b2b,0.000821967,4.27E-05,8.80E-04,6.64E-05,6.47E-05,6.82E-05,0.000861858,0.000717474,0.000686032,0.000659806,0.016,0,0.002,0.0179,0.9,0.92,0.993,0.001,0.001,0.001
237,C,LP6005441-DNA_F02,HGDP00650,S_BedouinB-2,Genomic_from_cell_lines,X,XX,BedouinB,WestEurasia,Israel(Negev),?,31,35,42.04,"2,655,154,469","2,325,395,441","2,139,024,777","1,262,963,177",0.001035802,0.000918499,0.000874456,0.00084,T2c,..,0.000890996,0.000470023,9.24E-04,5.35E-04,5.30E-04,5.41E-04,0.000929885,0.000783317,0.000749747,0.000725076,0.015,0.001,0.003,0.0182,0.91,0.91,0.993,0.001,0.001,0.001
238,C,LP6005441-DNA_A06,HGDP01153,S_Bergamo-1,Genomic_from_cell_lines,X,XY,Bergamo,WestEurasia,Italy(Bergamo),?,..,..,68.6,"2,657,453,944","2,321,398,214","2,140,671,417","1,157,895,928",0.001018956,0.000903427,0.000856607,0.000807,H3:3,I2a2b,0.000853331,4.51E-05,9.33E-04,7.02E-05,6.83E-05,7.22E-05,0.000890911,0.000748063,0.000713852,0.000676402,..,..,..,..,0.92,0.92,0.993,0.001,0.001,0.001
239,C,LP6005441-DNA_B06,HGDP01172,S_Bergamo-2,Genomic_from_cell_lines,X,XX,Bergamo,WestEurasia,Italy(Bergamo),?,46,10,80.02,"2,657,464,259","2,318,228,436","2,149,704,932","1,211,887,242",0.001023189,0.00090571,0.000858259,0.000808,HV0:0,..,0.000871026,0.000454423,9.40E-04,5.34E-04,5.27E-04,5.41E-04,0.000914489,0.000770713,0.00073751,0.000708073,0.02,0.001,0.002,0.0153,0.91,0.92,0.993,0.001,0.001,0.001
240,C,LP6005442-DNA_A03,BulgarianB4,S_Bulgarian-1,Genomic_from_blood,X,XY,Bulgarian,WestEurasia,Bulgaria,Plovdiv,42.2,24.7,42.71,"2,653,525,177","2,320,928,774","2,151,487,409","1,214,033,521",0.001020369,0.00090234,0.000859997,0.000829,H9a,J2b2a1a,0.000862983,4.23E-05,9.26E-04,7.00E-05,6.82E-05,7.17E-05,0.000901887,0.000756945,0.000725899,0.000703726,0.019,0,0.004,0.0141,0.9,0.92,0.993,0.001,0.001,0.001
241,C,LP6005442-DNA_B03,BulgarianC1,S_Bulgarian-2,Genomic_from_blood,X,XY,Bulgarian,WestEurasia,Bulgaria,Plovdiv,42.2,24.7,37.52,"2,656,664,173","2,320,496,827","2,118,117,821","1,158,771,503",0.001013044,0.000897445,0.000855065,0.000823,H1,E1b1b1a1b,0.000857823,4.06E-05,9.10E-04,6.21E-05,6.05E-05,6.38E-05,0.00089423,0.000752009,0.000719959,0.000690699,0.018,0.001,0.003,0.0144,0.88,0.92,0.993,0.001,0.001,0.001
242,C,LP6005442-DNA_D03,ch113,S_Chechen-1,Genomic_from_blood,X,XY,Chechen,WestEurasia,Russia,Grozny_in_Chechen_Republic,43.3,45.7,43.16,"2,656,870,789","2,323,780,294","2,146,732,759","1,228,776,181",0.001025601,0.000906715,0.000864795,0.000834,N9a3,J1,0.000866494,3.87E-05,9.22E-04,6.00E-05,5.84E-05,6.16E-05,0.000905597,0.0007588,0.00072772,0.000701581,0.019,0.001,0.002,0.0164,0.9,0.92,0.993,0.001,0.001,0.001
243,C,LP6005443-DNA_H05,NA15728,S_Czech-2,Genomic_from_cell_lines,X,XY,Czech,WestEurasia,Czechoslovia(pre1989),Cell_line_repository_sampling_location_unknown,50.1,14.4,49.74,"2,641,158,696","2,311,293,299","2,119,275,988","1,172,650,325",0.001015739,0.000902098,0.000855626,0.00081,T2e,J1b2,0.000851241,4.26E-05,9.10E-04,6.19E-05,6.03E-05,6.36E-05,0.000885979,0.000744867,0.000710133,0.000674879,0.019,0.001,0.002,0.0132,0.91,0.92,0.993,0.001,0.001,0.001
244,C,LP6005443-DNA_D01,HGDP00569,S_Druze-1,Genomic_from_cell_lines,X,XX,Druze,WestEurasia,Israel(Carmel),?,32,35,50.2,"2,640,182,113","2,306,903,634","2,131,607,955","1,227,816,432",0.001029898,0.00091344,0.000869233,0.000828,K1a6,..,0.000899842,0.000512136,9.37E-04,5.80E-04,5.74E-04,5.86E-04,0.000937567,0.000792597,0.000757923,0.00072857,0.018,0.001,0.002,0.0169,0.91,0.91,0.993,0.001,0.001,0.001
245,C,LP6005441-DNA_G04,HGDP00597,S_Druze-2,Genomic_from_cell_lines,X,XY,Druze,WestEurasia,Israel(Carmel),?,32,35,44.56,"2,655,874,688","2,316,633,360","2,148,207,435","1,237,434,610",0.001025043,0.000906728,0.000864761,0.000834,H33b,J1b2b,0.000823303,4.37E-05,8.86E-04,6.56E-05,6.39E-05,6.73E-05,0.000862476,0.000717596,0.000688124,0.000655436,0.016,0.001,0.002,0.0172,0.9,0.92,0.993,0.001,0.001,0.001
246,C,LP6005442-DNA_E10,HG00126,S_English-1,Genomic_from_cell_lines,X,XY,English,WestEurasia,England,Kent,51.2,0.7,41.37,"2,657,525,650","2,324,902,200","2,124,590,030","1,164,563,806",0.001013781,0.000899436,0.000854693,0.000818,H23,R1b1a2a1a2a1b1a,0.000844094,4.48E-05,8.96E-04,6.32E-05,6.16E-05,6.48E-05,0.000876647,0.00073733,0.000704021,0.000670383,0.019,0.001,0.002,0.0094,0.89,0.92,0.993,0.001,0.001,0.001
247,C,LP6005442-DNA_F10,HG00128,S_English-2,Genomic_from_cell_lines,X,XX,English,WestEurasia,England,Kent,51.2,0.7,45.54,"2,658,106,247","2,322,023,957","2,121,844,503","1,204,931,830",0.001017316,0.000900704,0.00085643,0.000821,K2b1,..,0.000872851,0.000479134,9.01E-04,5.48E-04,5.42E-04,5.53E-04,0.000908831,0.000766004,0.000731948,0.000705813,0.019,0.001,0.002,0.0096,0.91,0.91,0.993,0.001,0.001,0.001
248,C,LP6005442-DNA_H03,Est375,S_Estonian-1,Genomic_from_blood,X,XY,Estonian,WestEurasia,Estonia,Parnu,58.5,24.9,38.39,"2,655,960,185","2,327,850,401","2,157,415,068","1,276,080,106",0.001014076,0.000897803,0.000856549,0.000832,U4b1a1a1,N1c1a1a1b,0.000848309,3.80E-05,9.00E-04,6.03E-05,5.87E-05,6.19E-05,0.000883004,0.000741989,0.000711359,0.000691364,0.019,0.001,0.002,0.0128,0.88,0.92,0.993,0.001,0.001,0.001
249,C,LP6005442-DNA_G03,Est400,S_Estonian-2,Genomic_from_blood,X,XY,Estonian,WestEurasia,Estonia,Avinurme,58.5,24.9,35.24,"2,656,979,135","2,325,107,757","2,114,324,326","1,257,686,281",0.001013965,0.000899915,0.000858634,0.000834,H1a,N1c1a1a1a,0.000841472,4.14E-05,8.79E-04,5.53E-05,5.38E-05,5.68E-05,0.000876717,0.000737862,0.000707108,0.000686837,0.02,0.002,0.002,0.0122,0.87,0.92,0.993,0.001,0.001,0.001
250,C,LP6005442-DNA_D10,HG00174,S_Finnish-1,Genomic_from_cell_lines,X,XX,Finnish,WestEurasia,Finland,?,60.2,24.9,38.85,"2,657,082,791","2,320,962,024","2,125,273,986","1,261,448,532",0.001014018,0.000900337,0.000856632,0.000822,U5b1b2,..,0.000872678,0.000465564,8.94E-04,5.15E-04,5.10E-04,5.20E-04,0.000907974,0.000770589,0.000736731,0.000712245,0.019,0.001,0.002,0.0093,0.9,0.91,0.993,0.001,0.001,0.001
251,C,LP6005442-DNA_C10,HG00190,S_Finnish-2,Genomic_from_cell_lines,X,XY,Finnish,WestEurasia,Finland,?,60.2,24.9,35.22,"2,657,135,550","2,327,317,677","2,237,999,753","1,252,746,768",0.001018725,0.000906022,0.000871302,0.00083,H7a1a,I1a1b5,0.000852062,4.34E-05,8.93E-04,5.90E-05,5.74E-05,6.05E-05,0.000881105,0.000746392,0.000722172,0.000728041,0.017,0.001,0.002,0.0108,0.87,0.92,0.993,0.001,0.001,0.001
252,C,LP6005592-DNA_A02,HG00360,S_Finnish-3,Genomic_from_cell_lines,X,XY,Finnish,WestEurasia,Finland,?,60.2,24.9,45.6,"2,656,419,723","2,316,204,756","2,195,341,981","1,269,284,792",0.001018862,0.000902509,0.000869615,0.000824,H2a1,I2a1b3a,0.000848862,4.59E-05,8.97E-04,6.28E-05,6.12E-05,6.45E-05,0.000882995,0.000742783,0.000720665,0.000723222,0.02,0.001,..,0.0103,0.9,0.92,0.992,0.001,0.001,0.001
253,C,LP6005441-DNA_A05,HGDP00530,S_French-1,Genomic_from_cell_lines,X,XY,French,WestEurasia,France,?,46,2,44.26,"2,655,367,812","2,315,823,711","2,121,019,708","1,206,383,584",0.001019988,0.000903278,0.000857381,0.000815,H1aq,J2a1b1,0.000824375,4.20E-05,8.76E-04,6.32E-05,6.15E-05,6.49E-05,0.000857761,0.000718173,0.000686782,0.000657506,0.018,0.001,0.002,0.0138,0.9,0.92,0.993,0.001,0.001,0.001
254,C,LP6005441-DNA_B05,HGDP00526,S_French-2,Genomic_from_cell_lines,X,XX,French,WestEurasia,France,?,46,2,40.2,"2,655,463,948","2,316,598,367","2,106,242,928","1,288,172,992",0.001013066,0.000901174,0.000854551,0.000812,H1c,..,0.000871872,0.00046435,8.94E-04,5.24E-04,5.19E-04,5.29E-04,0.000901935,0.000766571,0.000731174,0.000701841,0.019,0.001,0.002,0.013,0.91,0.91,0.993,0.001,0.001,0.001
255,C,LP6005442-DNA_B04,mg27,S_Georgian-1,Genomic_from_blood,X,XY,Georgian,WestEurasia,Georgia,Zugdidi_in_Megrelia,42.5,41.9,42.73,"2,656,336,531","2,328,989,962","2,143,871,671","1,193,845,874",0.00102855,0.000911124,0.000869861,0.000845,U4a2,G,0.000868154,3.87E-05,9.26E-04,6.35E-05,6.19E-05,6.52E-05,0.000904872,0.000759258,0.000728328,0.00070804,0.021,0.001,0.003,0.0167,0.9,0.92,0.993,0.001,0.001,0.001
256,C,LP6005442-DNA_A04,mg31,S_Georgian-2,Genomic_from_blood,X,XY,Georgian,WestEurasia,Georgia,Zugdidi_in_Megrelia,42.5,41.9,33.95,"2,655,398,861","2,331,031,558","2,165,095,442","1,247,126,696",0.001020746,0.000905632,0.000864754,0.000836,U4a2,J2a,0.000851471,4.12E-05,9.08E-04,6.38E-05,6.22E-05,6.54E-05,0.000889008,0.000748157,0.000717129,0.000692329,0.018,0,0.004,0.0163,0.86,0.92,0.993,0.001,0.001,0.001
257,C,LP6005442-DNA_G07,NA17377,S_Greek-1,Genomic_from_cell_lines,X,XY,Greek,WestEurasia,Greece,Cell_line_repository_sampling_location_unknown,38,23.7,37.73,"2,656,107,820","2,325,767,121","2,126,178,715","1,198,525,669",0.001017481,0.000904205,0.000860386,0.000825,H11a,E1b1b1a1b,0.000859087,4.50E-05,9.04E-04,6.20E-05,6.04E-05,6.36E-05,0.000892234,0.000750922,0.000717647,0.00069138,0.018,0,0.002,0.0148,0.88,0.92,0.992,0.001,0.001,0.001
258,C,LP6005443-DNA_A06,NA17374,S_Greek-2,Genomic_from_cell_lines,X,XY,Greek,WestEurasia,Greece,Cell_line_repository_sampling_location_unknown,38,23.7,45.48,"2,655,824,167","2,325,142,337","2,137,222,669","1,263,729,493",0.001021759,0.000905246,0.000860161,0.000822,H28,G,0.000855301,4.00E-05,9.21E-04,6.02E-05,5.85E-05,6.18E-05,0.000893815,0.000753196,0.000720366,0.000694409,0.018,0,0.002,0.0168,0.9,0.92,0.993,0.001,0.001,0.001
